5000 9996
1575 4605 32
1576 1619 37
1576 1808 64
1579 2935 47
1579 4568 65
1580 1652 69
1580 2310 87
1580 4152 79
1581 2022 84
1581 2817 54
1581 3033 93
1581 3187 13
1581 3794 68
1581 4745 18
1582 2277 18
1582 2920 80
1582 4382 53
1583 2845 45
1583 4073 11
1585 1687 36
1586 3315 9
1587 1690 1
1587 1875 5
1587 3837 72
1589 2157 47
1589 2701 31
1589 3159 21
1589 3223 26
1589 4604 12
1590 1854 48
1591 1601 4
1591 1754 8
1591 3098 38
1591 4624 62
1592 2064 96
1592 2314 87
1595 1747 2
1595 3388 14
1595 3933 44
1595 4132 34
1596 3720 47
1597 1998 91
1598 1672 67
1598 2932 28
1599 2908 33
1603 1886 74
1603 2525 49
1606 2173 57
1608 2296 6
1610 1678 26
1610 1809 4
1610 3790 77
1610 4219 10
1610 4632 96
1610 4967 3
1612 2573 33
1612 2776 84
1612 2912 72
1612 4996 38
1614 1885 30
1614 2144 23
1614 2569 53
1615 2501 19
1616 3781 19
1618 2331 8
1618 3256 8
1618 4422 81
1619 1994 94
1619 2196 14
1619 2524 93
1619 2641 95
1619 2947 46
1619 3105 62
1619 3265 9
1619 3501 26
1619 3547 53
1619 4830 15
1625 2014 55
1625 2438 88
1625 3861 65
1626 1790 27
1626 2770 23
1626 4353 71
1628 1876 48
1628 2360 19
1628 3310 23
1629 2394 41
1630 1988 2
1630 2781 78
1630 2918 39
1634 2768 74
1635 3457 25
1635 3907 88
1635 4358 3
1636 2044 77
1637 1863 79
1640 1917 54
1640 3896 75
1643 2505 60
1644 1750 19
1644 2371 75
1649 3857 92
1650 4089 34
1652 2321 60
1652 3090 7
1654 2065 73
1654 4162 12
1655 2093 9
1656 2999 55
1657 1701 16
1657 1749 78
1657 2001 47
1657 3393 37
1658 3017 88
1658 4546 95
1659 1846 47
1659 2292 54
1660 2085 83
1660 3589 15
1660 4834 41
1663 3701 94
1665 3247 28
1665 4655 27
1667 2096 48
1667 2728 75
1667 4912 14
1670 1804 63
1670 1807 35
1670 3123 23
1670 4338 36
1671 4020 50
1673 3961 67
1673 3979 83
1675 4533 18
1676 2039 96
1679 4873 22
1680 3172 47
1683 2217 61
1686 4388 31
1687 1908 66
1687 2001 96
1687 2047 8
1687 2778 2
1688 4385 54
1688 4398 16
1688 4616 36
1688 4659 69
1688 4940 4
1690 1899 42
1690 2927 93
1692 2023 1
1693 4482 52
1694 2242 17
1694 2675 85
1694 2818 76
1694 3296 29
1694 4212 98
1694 4864 44
1695 2968 3
1696 3442 5
1696 4918 67
1697 2248 97
1698 2568 91
1698 3339 48
1698 3741 91
1698 4146 10
1698 4968 82
1699 2660 60
1700 4077 83
1701 4046 31
1702 1835 89
1702 1879 80
1702 2600 56
1702 4230 76
1703 2129 80
1703 2288 64
1704 1867 94
1704 1911 38
1704 4280 15
1705 1859 51
1705 3847 71
1706 3132 35
1706 3967 30
1707 2126 90
1707 2192 17
1709 2638 37
1709 3390 31
1710 2185 31
1711 3456 1
1713 2169 40
1713 3234 71
1713 3918 42
1714 2025 87
1714 3329 48
1714 3627 45
1714 4883 54
1715 2323 9
1715 3966 14
1716 2076 55
1716 2406 50
1718 3704 51
1719 1870 71
1719 2122 72
1719 2329 74
1719 3354 69
1721 4710 75
1722 2225 6
1722 2919 93
1723 1930 42
1723 4565 5
1724 4794 56
1725 3828 44
1726 1841 17
1726 2399 82
1726 2515 95
1726 3279 40
1726 4025 12
1727 2550 52
1729 1746 29
1729 2387 20
1730 2974 27
1730 3027 37
1732 1918 57
1732 2131 31
1732 2460 62
1735 2004 15
1735 3326 50
1736 2931 58
1738 2978 23
1738 4249 50
1738 4384 30
1740 2209 20
1740 2615 23
1741 4140 60
1742 4430 3
1746 3752 95
1747 2916 77
1747 4811 86
1749 2230 5
1750 2044 60
1750 2448 8
1751 2907 29
1752 3047 56
1752 3475 9
1753 1882 7
1753 4617 67
1754 4244 15
1756 3317 76
1757 1981 59
1757 2040 51
1757 2834 96
1757 3689 57
1758 2023 12
1758 2619 84
1759 3022 85
1759 3356 17
1760 2508 17
1760 2858 8
1760 2915 72
1760 3362 4
1760 3982 9
1761 2272 12
1763 2140 86
1766 2129 91
1767 1838 31
1767 1990 87
1767 3048 24
1767 3710 21
1767 3928 6
1767 4601 44
1767 4673 93
1767 4896 52
1769 4765 20
1772 1850 74
1772 3232 100
1773 1774 52
1773 3419 43
1776 4001 22
1777 3739 6
1778 1958 37
1781 3370 93
1781 3408 92
1782 1800 81
1782 1884 11
1782 3451 79
1782 4104 44
1783 2206 41
1783 4445 51
1784 1960 90
1784 2415 52
1784 3682 48
1784 4849 63
1787 3355 28
1787 3371 47
1787 4731 72
1788 2878 58
1789 2655 45
1789 4185 72
1791 4072 80
1792 4843 4
1795 3126 33
1795 3227 97
1795 4029 33
1796 4577 58
1797 1943 58
1799 3044 22
1800 1816 84
1800 1939 51
1800 2210 52
1800 2255 41
1800 2373 32
1800 2928 82
1800 4510 82
1803 2146 36
1803 2402 58
1803 2464 54
1803 3867 65
1803 3984 33
1803 4902 22
1804 2299 33
1804 2929 12
1805 1945 15
1805 2328 58
1806 4366 71
1807 2035 13
1807 4740 66
1809 2067 97
1809 2467 94
1810 3456 78
1811 2250 87
1812 4394 74
1816 2627 77
1817 4813 70
1819 2289 1
1819 2364 97
1819 2875 83
1820 3579 49
1822 1961 78
1823 2203 85
1824 2366 17
1824 3271 70
1826 2126 3
1826 2724 89
1826 2769 81
1826 3245 95
1827 2376 34
1827 4442 29
1828 4419 65
1836 2783 6
1837 2963 76
1837 3495 98
1838 4699 13
1840 4631 36
1841 4672 91
1842 4188 2
1843 1887 28
1846 3265 9
1847 3260 40
1847 3546 96
1848 1955 88
1849 1973 48
1849 2478 42
1849 2659 64
1849 3359 79
1849 4667 20
1852 3629 94
1853 3528 63
1854 2539 49
1854 4751 43
1856 2581 8
1856 2732 62
1856 3431 1
1858 3030 29
1861 2885 48
1862 3146 57
1863 2790 78
1863 3548 90
1863 3975 76
1865 2008 42
1865 4389 100
1866 2937 71
1868 2168 85
1872 4162 31
1874 2374 20
1874 3020 85
1874 3424 67
1874 3901 27
1874 4163 2
1874 4351 26
1876 2015 43
1877 2836 84
1880 3798 63
1881 4636 31
1887 2705 8
1887 3353 38
1888 2893 49
1888 3036 70
1891 1907 5
1891 2154 94
1891 4227 11
1892 2480 80
1892 3365 4
1892 3368 96
1895 2091 40
1895 2257 14
1896 3960 71
1898 2289 62
1899 2107 31
1899 3662 89
1899 4269 43
1900 2077 55
1900 2312 58
1900 3510 48
1901 2043 73
1901 2656 58
1901 3370 52
1901 3476 76
1901 4224 88
1901 4521 51
1901 4522 81
1901 4571 62
1902 3690 36
1904 2774 25
1905 3084 11
1905 4687 31
1907 2484 75
1907 4578 62
1908 3008 76
1908 3866 3
1908 4878 63
1910 2595 100
1911 4920 35
1914 2092 96
1916 2867 65
1916 3075 91
1916 3213 57
1917 2352 32
1917 2898 77
1917 3445 69
1917 3558 33
1919 3517 95
1919 4941 47
1920 3784 53
1921 3575 27
1923 4296 72
1925 2006 89
1925 3236 45
1925 4207 64
1927 4972 26
1928 2574 44
1928 2803 76
1929 2115 29
1929 3905 27
1931 3809 93
1933 2238 13
1935 3051 77
1935 3200 38
1935 4307 67
1935 4690 91
1936 2027 14
1937 4093 61
1938 4501 38
1939 4402 41
1943 1984 1
1943 2376 62
1944 2093 68
1944 2870 80
1945 3406 99
1945 3444 74
1946 2502 29
1946 2880 61
1946 3915 90
1946 4007 99
1949 2024 74
1950 3554 39
1951 2815 24
1951 4806 42
1951 4988 51
1952 3738 76
1953 1971 45
1953 2283 84
1953 2435 41
1955 3056 71
1955 4000 48
1956 2689 23
1956 3505 79
1956 4982 51
1958 2311 78
1958 2684 18
1958 3631 44
1962 3454 13
1964 1993 58
1964 2122 72
1964 3894 91
1964 4271 46
1964 4742 61
1965 3263 89
1967 3221 86
1968 2018 40
1968 4917 8
1969 2307 90
1974 3974 65
1975 2509 91
1976 3571 16
1976 3751 50
1976 4611 82
1979 2145 18
1980 2097 83
1980 2701 45
1981 2266 32
1981 2579 82
1982 3940 35
1985 4599 82
1987 3846 82
1988 3075 45
1988 3668 22
1988 3861 75
1988 4702 16
1988 4817 99
1989 4526 13
1991 2450 69
1991 4735 45
1992 2160 17
1993 2343 8
1993 2357 2
1993 2665 43
1993 3083 87
1993 3899 69
1993 4659 13
1994 2725 31
1995 3088 12
1996 3417 81
1996 4263 94
1997 2305 82
1997 4209 52
1997 4239 43
1999 4418 64
1999 4914 90
2000 2889 3
2003 3035 1
2004 2095 39
2004 2784 54
2004 4661 85
2005 3360 20
2005 4494 92
2006 2106 86
2006 2533 46
2008 2177 26
2008 4590 77
2009 3929 98
2013 2297 76
2013 2750 88
2013 3858 24
2013 4116 36
2014 2390 6
2014 2753 66
2015 3499 71
2015 4086 54
2019 3493 73
2021 3634 27
2021 4488 94
2021 4944 33
2022 2833 51
2023 3226 94
2025 2911 43
2025 3400 74
2026 4793 75
2029 3046 64
2029 3747 37
2033 2832 83
2034 4905 19
2036 4803 21
2037 2378 99
2040 2416 26
2041 2894 33
2042 2531 35
2043 3515 96
2043 4207 30
2043 4422 88
2043 4462 12
2043 4582 14
2044 4928 83
2047 2335 90
2047 2865 21
2047 3248 11
2047 4545 45
2049 2491 92
2049 2710 36
2049 3504 91
2050 2999 81
2050 3679 15
2051 3100 2
2051 4614 62
2052 2609 53
2052 3714 15
2053 2182 41
2053 2730 83
2053 3766 71
2053 4111 69
2053 4149 53
2055 3442 20
2055 3845 15
2058 2813 32
2058 2859 61
2058 2904 95
2058 2905 13
2058 2952 20
2058 3408 58
2058 3583 48
2058 3937 44
2065 4982 93
2066 2109 25
2066 3888 60
2069 4161 34
2070 4847 93
2070 4957 96
2071 2761 80
2074 2472 21
2074 2596 3
2074 3898 59
2075 2726 19
2075 2816 33
2075 3092 86
2077 2931 82
2077 3239 60
2078 2343 42
2080 4156 98
2083 2678 97
2083 3748 4
2084 3818 55
2084 4658 95
2085 3904 77
2086 2874 81
2089 3434 42
2090 3566 57
2091 4728 97
2094 2862 98
2094 3916 41
2096 3062 76
2096 3328 53
2097 2563 4
2097 3130 41
2098 3812 22
2099 2682 24
2099 3524 97
2099 4031 5
2101 4208 71
2104 3412 91
2109 3557 62
2110 2828 38
2110 3926 47
2110 4547 94
2111 2232 63
2111 2975 13
2111 4253 66
2113 2436 53
2114 2397 23
2114 3086 49
2115 3237 53
2116 3903 88
2117 2805 8
2117 4542 33
2121 3788 50
2125 2711 14
2125 4312 2
2125 4359 93
2126 3823 64
2131 2516 91
2132 4023 81
2133 3452 88
2133 4763 50
2136 2299 87
2137 2433 28
2139 2674 98
2139 3441 38
2140 3619 29
2143 2571 8
2143 3148 8
2144 2890 26
2144 4068 39
2145 3691 59
2145 4024 51
2145 4039 45
2146 3470 86
2147 2854 10
2148 2496 36
2148 3262 92
2150 2226 81
2152 2626 99
2152 2970 31
2152 3384 64
2153 3544 68
2153 4285 85
2156 2256 44
2157 2444 45
2158 2512 91
2158 2939 69
2159 3058 100
2161 4438 20
2161 4651 59
2162 3266 20
2162 3910 42
2167 2446 6
2167 4495 28
2168 3666 2
2168 4782 48
2170 2575 13
2170 2952 73
2170 3675 63
2171 4104 59
2172 4678 80
2175 4827 35
2178 3158 18
2178 4150 35
2179 4619 76
2181 3930 48
2183 4762 19
2185 4837 66
2187 4227 96
2187 4929 55
2189 3410 85
2189 4286 64
2189 4478 45
2191 3161 95
2191 4302 50
2191 4501 49
2193 3166 91
2193 4887 44
2196 3287 15
2196 3420 69
2199 3016 23
2199 3137 79
2200 2464 43
2200 3133 72
2200 3311 12
2202 2271 48
2202 2373 52
2202 4321 17
2204 4077 54
2204 4279 98
2204 4790 3
2206 2877 3
2206 4645 61
2208 4882 77
2209 3477 50
2212 2861 4
2212 3242 1
2214 2224 55
2214 4903 34
2216 3264 79
2219 4740 47
2219 4823 44
2220 2643 85
2220 3922 40
2222 3486 7
2223 3292 54
2223 4252 19
2224 2235 11
2225 2967 82
2225 3228 68
2226 2549 34
2226 4536 25
2227 2548 44
2227 2617 96
2227 4135 69
2228 3617 23
2228 4415 98
2230 2722 31
2231 3987 84
2233 2550 93
2234 3524 7
2234 4114 99
2234 4359 86
2234 4424 21
2234 4831 100
2234 4893 76
2235 2937 49
2236 4552 31
2237 4838 11
2238 2252 75
2238 4816 95
2238 4935 64
2239 3144 31
2239 3541 8
2239 3717 90
2239 3911 48
2239 4835 31
2241 4123 8
2241 4968 22
2244 3343 18
2244 4926 74
2246 4121 48
2249 2263 47
2249 2738 68
2249 3117 89
2249 4729 73
2250 2448 13
2250 3053 74
2251 2809 2
2251 2925 74
2251 3033 26
2252 2499 7
2252 2926 89
2254 3863 96
2255 2477 66
2255 4682 34
2256 2336 86
2258 4426 65
2259 3178 15
2260 4524 50
2261 3045 83
2261 4347 98
2262 2471 20
2265 3321 65
2265 3650 75
2265 4776 20
2265 4955 48
2266 2906 100
2267 4828 6
2269 3826 48
2269 4363 85
2271 4888 71
2272 3838 41
2275 3714 82
2278 3074 60
2279 3081 65
2280 4101 34
2281 4539 71
2285 3129 87
2287 2305 100
2287 2605 75
2287 2997 35
2288 4840 37
2290 2830 96
2291 3228 4
2291 3523 52
2291 4124 5
2293 3581 67
2293 3800 79
2293 4844 70
2294 2312 53
2294 2779 45
2294 3261 99
2295 3806 74
2297 4420 2
2297 4639 45
2298 4593 27
2299 3327 18
2299 3596 39
2299 3641 92
2299 3686 29
2299 4660 91
2303 2428 81
2307 3742 16
2308 3431 54
2309 3159 96
2309 4783 13
2310 3170 41
2310 4136 88
2310 4739 66
2311 4362 3
2314 4543 36
2316 3614 83
2317 4415 37
2319 2729 62
2319 3152 30
2319 3342 87
2319 3637 63
2320 3562 36
2320 4121 53
2320 4357 29
2320 4471 75
2320 4531 69
2322 2722 13
2322 3061 65
2322 3731 10
2323 4946 4
2324 2359 81
2324 2386 75
2324 2759 14
2325 3647 11
2325 4981 22
2328 3639 18
2328 4853 89
2329 2751 63
2329 4127 36
2330 3867 26
2330 4315 10
2336 4948 59
2338 3611 88
2338 3919 82
2339 4333 93
2341 4308 8
2343 3746 81
2343 4012 10
2347 2920 72
2347 3607 53
2349 2692 46
2349 3736 91
2351 2960 58
2351 3013 96
2351 3225 82
2359 2832 87
2359 3078 33
2359 3288 16
2360 4778 47
2362 2642 1
2363 2606 79
2364 2820 57
2368 4715 42
2371 2452 25
2371 3285 8
2371 3385 81
2373 3871 87
2374 4064 59
2377 3773 64
2379 2622 82
2382 3746 35
2383 2989 76
2383 4780 95
2386 3688 6
2387 2603 33
2388 2843 68
2388 3811 40
2389 3208 95
2390 2852 99
2390 4100 82
2393 3170 52
2393 3945 61
2394 3744 38
2395 3073 85
2396 3588 4
2396 3924 79
2398 2821 10
2398 2839 95
2398 3394 10
2399 2758 25
2399 3734 56
2399 4497 54
2403 4517 38
2405 4030 9
2406 3841 44
2406 4995 8
2407 2489 87
2408 2765 8
2408 4169 51
2409 2618 65
2410 4868 12
2413 2940 69
2413 3213 37
2413 3782 40
2413 3856 1
2413 4175 49
2414 3528 69
2417 3612 47
2417 3711 61
2418 3986 27
2418 4464 7
2419 3590 87
2423 3555 20
2423 4314 43
2426 3769 15
2426 4971 16
2427 3050 32
2428 4757 51
2429 2535 40
2429 2918 31
2429 4147 13
2431 3711 12
2438 4576 73
2439 3135 74
2442 2601 18
2442 3424 60
2442 4313 25
2443 2578 33
2443 3810 76
2443 3989 67
2447 3030 81
2447 3202 79
2447 3615 10
2448 3850 67
2449 4892 20
2452 3628 28
2454 2552 22
2454 3814 52
2456 3010 59
2457 4021 52
2460 3981 100
2463 2694 3
2463 4939 55
2464 2736 1
2464 2885 68
2464 3339 88
2465 4541 100
2465 4869 12
2465 4925 59
2470 2612 8
2470 3972 30
2471 3294 5
2471 3679 55
2471 4452 47
2471 4591 19
2472 4451 37
2473 2709 36
2473 3140 25
2473 3269 78
2473 4066 18
2474 2884 64
2475 2572 67
2475 3840 21
2475 4833 24
2476 2650 1
2480 4126 90
2481 4342 60
2482 3124 97
2482 3835 51
2482 4185 87
2483 3180 84
2484 2551 73
2487 4756 66
2489 3071 2
2492 2570 40
2492 2695 52
2493 3685 4
2493 4572 49
2495 4135 38
2496 3874 30
2499 3403 96
2499 4247 73
2503 3653 49
2503 4184 22
2503 4405 77
2504 2924 87
2505 3217 21
2505 4401 21
2509 4048 4
2510 3136 62
2512 3825 20
2515 4907 97
2516 3514 18
2518 2599 71
2518 3319 100
2518 4296 56
2518 4804 82
2519 4762 32
2522 2580 83
2523 4377 43
2524 4640 53
2527 3024 94
2527 3621 66
2527 3749 66
2527 4328 22
2530 3065 89
2533 3437 10
2533 4865 99
2534 2987 13
2535 2838 53
2537 3139 60
2540 4071 42
2544 3622 6
2544 4872 52
2546 3270 52
2546 3586 9
2547 3484 54
2548 2767 5
2548 3893 67
2548 3920 22
2548 4733 4
2548 4756 81
2550 2567 7
2550 3658 6
2555 2964 8
2558 2993 3
2559 3765 74
2562 4969 10
2564 3789 24
2564 4444 57
2565 2797 30
2566 2594 99
2567 4451 83
2568 4380 44
2568 4664 40
2569 3479 23
2569 4875 71
2575 2864 37
2577 3687 89
2578 3962 92
2578 4270 6
2579 3402 100
2580 4449 24
2581 2724 1
2581 3924 37
2582 3708 38
2582 4404 74
2583 2900 68
2583 3782 46
2583 4727 99
2584 2742 64
2585 2868 98
2589 4519 66
2593 2728 11
2596 2899 30
2597 2921 11
2600 2761 40
2600 3358 60
2606 2642 7
2606 4127 85
2610 3663 77
2610 4278 67
2610 4990 78
2611 2785 67
2611 4935 13
2612 3335 37
2612 4548 22
2612 4917 23
2615 4098 30
2615 4550 48
2615 4693 7
2616 2847 19
2617 3601 31
2621 4326 94
2622 3201 71
2630 4325 89
2633 4375 9
2638 3488 96
2638 3553 33
2640 2845 33
2640 3197 1
2640 4957 43
2642 3103 64
2643 3733 38
2645 2717 72
2646 3451 26
2646 3791 48
2646 4027 89
2647 3272 46
2647 4904 5
2648 3719 81
2651 3502 69
2652 2876 78
2653 3683 100
2653 4807 83
2654 3781 41
2654 4773 83
2655 2691 67
2656 2986 62
2656 4678 42
2660 3039 83
2660 4046 35
2662 4767 60
2663 3304 8
2670 3110 82
2672 3716 21
2673 2809 57
2675 3992 91
2677 3106 74
2678 3587 82
2678 4665 95
2679 2868 11
2686 3282 84
2686 4747 60
2689 3238 64
2689 3314 44
2692 3328 14
2692 3351 15
2692 3565 3
2692 4216 100
2696 3507 67
2699 4084 64
2700 3018 98
2700 3066 3
2701 4680 33
2702 4158 83
2703 4448 88
2703 4459 31
2703 4867 69
2704 4034 66
2708 2713 65
2709 3222 55
2709 3620 92
2709 3860 56
2710 3392 52
2711 4325 57
2711 4847 100
2712 4909 41
2714 4980 26
2715 4287 44
2716 2752 59
2717 3570 47
2721 3723 34
2723 3972 53
2724 3897 18
2724 4671 73
2729 4908 43
2734 4349 16
2739 3876 86
2741 2869 46
2742 3892 3
2743 2752 6
2745 3135 49
2745 3443 12
2745 3953 7
2745 4187 84
2748 3703 17
2750 2989 22
2751 3946 85
2751 4379 52
2757 4235 43
2758 4076 11
2758 4574 11
2759 3096 13
2759 4850 88
2760 3912 64
2760 4471 95
2760 4495 63
2761 2960 57
2761 4663 88
2762 4030 46
2762 4893 51
2764 3854 74
2764 4498 80
2765 4123 5
2766 4034 84
2766 4565 7
2767 3744 37
2774 3251 34
2775 3492 21
2775 4812 29
2777 3506 54
2777 3914 65
2778 4226 76
2786 3483 6
2786 4442 61
2786 4752 27
2788 2976 21
2788 3818 72
2789 2889 86
2789 3129 98
2791 3383 34
2792 3836 11
2793 3259 40
2795 3625 46
2798 3458 84
2798 3819 30
2798 3875 4
2800 4170 95
2804 3262 70
2804 3903 10
2804 4807 2
2806 3447 27
2806 4356 42
2806 4463 26
2809 4441 94
2810 3591 30
2810 4723 4
2819 3962 39
2821 3503 61
2822 3268 9
2822 4246 81
2824 4349 68
2826 3546 96
2826 3616 31
2830 3533 83
2833 4513 86
2834 3285 9
2837 2916 6
2838 3050 5
2839 4396 21
2840 3190 95
2840 4378 73
2842 4295 10
2844 4679 17
2845 3910 67
2845 4196 29
2847 3529 10
2850 4511 89
2851 3031 14
2851 3118 53
2851 3608 16
2852 4750 46
2856 3993 39
2857 3481 97
2859 4146 40
2861 2935 48
2861 4044 31
2862 3494 95
2864 4176 43
2865 2953 58
2865 3143 2
2865 3455 51
2865 4993 46
2866 3644 17
2867 3851 73
2868 3284 96
2870 3274 12
2871 3146 73
2871 3754 60
2873 3113 11
2874 2990 65
2874 3973 38
2875 3116 53
2875 4186 64
2875 4293 40
2881 4366 56
2889 2965 73
2890 4072 23
2891 3046 87
2891 3631 55
2901 3540 8
2901 3896 84
2906 3821 88
2910 3577 93
2911 3047 11
2911 4026 44
2912 3060 85
2912 4249 3
2912 4618 9
2913 3971 29
2913 4702 21
2914 2938 41
2914 3490 28
2917 4028 82
2918 3941 70
2919 4569 34
2921 3324 92
2921 4666 68
2924 4523 54
2927 2984 97
2928 3164 53
2930 3607 76
2930 3728 95
2930 3954 41
2931 3308 4
2931 3950 78
2931 3983 97
2933 4111 71
2934 4089 82
2934 4956 94
2938 3603 13
2948 3334 99
2951 4397 84
2951 4896 41
2955 3188 50
2959 4479 10
2959 4901 32
2960 3330 34
2964 3261 99
2964 4138 4
2965 3481 96
2965 4354 45
2969 3530 37
2969 4010 40
2969 4142 48
2969 4504 36
2970 3718 28
2971 3198 87
2971 3385 41
2971 3787 82
2971 4236 22
2971 4418 33
2971 4755 67
2974 4852 12
2977 3291 60
2979 3179 55
2979 3330 82
2986 3049 21
2986 4626 42
2987 3673 33
2987 4130 100
2991 3205 8
2992 3661 12
2992 4895 27
2994 3780 8
2994 4572 22
2995 4921 84
2996 3878 7
2997 4528 20
2999 3770 64
2999 4262 29
3000 3494 58
3004 4684 45
3007 4839 40
3009 3380 52
3009 4952 14
3011 3887 43
3011 4599 10
3014 3298 6
3015 3704 71
3021 3935 46
3023 3485 77
3024 3466 48
3024 4041 19
3025 4255 13
3025 4763 100
3026 4004 1
3027 3185 68
3028 3049 57
3029 4157 94
3030 4364 43
3031 4638 59
3031 4997 12
3033 3174 71
3035 4170 94
3035 4369 47
3037 3643 47
3042 3143 53
3043 3931 19
3045 4055 47
3045 4972 33
3046 4776 63
3047 4736 70
3050 3702 70
3050 4658 87
3055 3899 95
3059 3944 80
3060 3270 22
3060 3323 14
3060 4059 69
3060 4096 75
3060 4577 66
3063 3189 30
3064 3965 18
3065 4193 13
3065 4273 75
3065 4781 72
3069 4569 66
3071 3961 32
3071 4119 39
3071 4393 29
3077 4061 59
3081 3776 51
3081 4621 78
3083 3406 63
3086 4475 2
3089 4568 71
3094 4619 45
3097 3260 70
3106 3872 7
3106 4945 90
3112 3214 72
3119 3181 100
3119 4304 67
3120 3418 80
3125 4408 84
3126 4137 30
3126 4257 92
3129 3659 52
3134 3836 7
3135 3277 20
3135 3338 95
3136 3382 66
3137 4717 48
3140 3623 22
3141 3832 100
3141 4633 2
3146 4642 55
3149 4876 100
3154 3778 16
3155 4505 60
3157 3891 26
3157 4540 66
3158 4836 43
3160 3600 63
3164 4005 13
3165 4164 86
3174 4384 60
3174 4791 3
3175 3230 35
3176 4117 25
3183 3681 25
3183 4070 22
3183 4094 85
3193 4828 13
3194 3826 17
3198 3539 50
3199 3355 59
3210 4258 25
3210 4559 96
3216 4221 32
3216 4454 1
3218 4744 38
3218 4840 85
3220 3636 12
3220 4195 60
3221 3269 59
3224 4317 1
3226 3728 63
3228 3767 67
3229 3693 79
3229 3997 48
3229 4029 1
3230 4108 31
3231 3464 29
3233 4754 55
3235 4318 91
3238 4107 17
3242 3790 5
3243 3572 2
3243 3885 66
3249 4082 20
3249 4106 35
3256 3705 81
3256 4722 23
3260 4934 84
3267 4647 11
3268 4994 29
3272 3622 77
3272 4329 15
3276 4100 95
3278 3582 72
3279 4300 14
3282 4101 14
3284 3439 11
3286 3295 52
3286 3613 95
3286 4987 92
3291 3565 37
3295 4453 11
3298 4105 13
3304 3820 14
3304 3848 19
3304 4148 76
3307 4250 97
3311 4630 24
3312 4037 64
3315 3901 85
3319 4561 14
3322 4141 39
3323 3745 27
3324 3912 81
3325 4732 2
3327 3923 11
3333 3475 100
3333 4291 60
3333 4880 39
3334 4902 98
3339 3595 48
3340 4440 42
3340 4897 14
3343 3745 72
3343 4871 73
3346 4386 56
3347 3927 63
3350 3532 80
3350 3605 56
3354 3849 98
3354 4172 56
3355 3793 82
3355 3813 85
3355 4260 14
3357 3984 89
3359 4404 25
3360 4289 65
3366 3934 1
3366 4381 5
3367 4118 74
3367 4781 49
3375 4770 20
3376 4218 14
3378 4752 66
3380 4485 11
3381 3997 50
3383 4446 18
3383 4772 20
3384 3488 71
3384 3994 99
3389 4200 56
3394 3535 23
3394 3853 17
3394 4954 60
3396 4080 7
3397 3680 12
3399 4306 29
3399 4555 97
3402 4860 64
3403 4168 81
3406 4683 45
3409 3920 80
3412 3610 62
3418 4291 54
3423 3925 51
3424 3815 65
3433 3844 74
3434 3624 37
3434 4888 37
3435 3696 2
3437 4038 4
3440 4953 69
3442 3638 21
3442 4224 99
3444 4932 68
3447 4243 68
3449 4332 88
3452 4295 12
3457 3820 51
3457 3956 59
3460 4426 97
3461 3840 36
3461 4800 9
3466 3776 12
3466 3837 11
3466 3993 37
3467 3801 9
3471 4054 13
3476 3720 59
3476 4178 56
3479 4447 35
3488 4583 29
3491 4751 62
3494 4689 55
3497 3671 18
3505 4225 74
3505 4557 65
3505 4787 92
3506 4723 60
3507 3602 5
3507 4332 28
3515 3567 24
3515 3687 52
3515 3842 6
3515 4365 62
3529 3947 5
3535 4724 39
3538 4346 45
3538 4980 62
3540 4317 55
3544 4391 96
3545 3926 45
3546 4625 13
3547 4339 71
3547 4614 41
3549 3551 88
3554 3598 23
3554 4099 68
3557 3992 84
3561 3855 6
3561 4368 67
3562 4106 44
3562 4137 26
3565 4635 24
3572 4581 8
3580 3863 19
3582 4069 99
3584 4223 41
3585 4627 63
3592 4150 88
3593 4989 51
3599 3783 92
3599 4056 65
3599 4913 26
3603 3908 46
3605 4802 80
3606 3804 48
3606 3824 84
3608 4587 86
3611 3825 36
3619 4685 23
3619 4693 43
3621 4710 18
3622 4646 15
3625 4886 33
3630 4456 75
3636 4338 55
3639 4158 55
3644 4370 9
3649 4875 69
3650 3722 28
3651 4582 65
3652 4624 65
3656 3710 20
3661 3883 89
3661 4576 46
3664 4166 62
3664 4797 43
3665 4463 27
3670 4054 28
3670 4695 6
3671 3699 48
3671 3803 1
3671 4006 62
3671 4909 49
3673 4087 10
3673 4742 34
3679 4401 91
3690 3775 19
3696 4026 89
3707 4612 48
3707 4820 36
3717 4182 28
3730 4962 60
3736 3862 27
3736 4071 12
3738 4444 97
3738 4483 61
3740 3892 95
3740 4975 95
3743 4686 49
3744 4657 41
3744 4717 16
3746 3864 95
3748 4240 90
3754 4701 4
3754 4729 55
3755 4386 80
3757 4460 57
3758 4834 92
3758 4992 30
3759 3786 54
3760 3812 69
3760 4018 93
3762 4879 71
3766 4560 74
3767 4075 40
3772 4992 20
3775 4341 27
3781 4334 40
3781 4346 93
3785 3848 89
3785 3909 86
3802 3897 74
3807 4701 25
3808 3942 9
3819 4791 37
3822 4238 31
3827 3841 77
3828 4833 84
3838 4183 32
3838 4201 97
3847 4274 99
3851 4866 57
3855 4209 86
3859 4191 2
3864 3870 27
3871 4812 62
3872 4233 63
3872 4262 91
3879 4429 5
3885 4730 53
3891 4223 5
3895 4083 73
3895 4613 69
3896 4140 2
3896 4589 5
3902 4050 17
3903 4923 49
3913 4322 97
3916 4641 37
3919 4976 25
3925 4592 52
